person,event,roleWithinEvent
per.000773,oscys.caseid.0104,plaintiff
per.000774,oscys.caseid.0104,plaintiff
per.000775,oscys.caseid.0104,defendant
per.000757,oscys.caseid.0104,attorney
per.000771,oscys.caseid.0104,""
per.000003,oscys.caseid.0104,""
per.000004,oscys.caseid.0104,""
per.000739,oscys.caseid.0104,""
per.000776,oscys.caseid.0104,""
per.000777,oscys.caseid.0104,""
per.001851,oscys.caseid.0104,""
per.000779,oscys.caseid.0104,""
per.000780,oscys.caseid.0104,""
per.000781,oscys.caseid.0104,""
per.000782,oscys.caseid.0104,""
per.000783,oscys.caseid.0104,""
per.000784,oscys.caseid.0104,""
per.000785,oscys.caseid.0104,""
per.000786,oscys.caseid.0104,""
per.000787,oscys.caseid.0104,""
per.000788,oscys.caseid.0104,""
per.000789,oscys.caseid.0104,""
per.000790,oscys.caseid.0104,""
per.000791,oscys.caseid.0104,""
per.000792,oscys.caseid.0104,""
per.000793,oscys.caseid.0104,""
per.000794,oscys.caseid.0104,""
per.000795,oscys.caseid.0104,""
per.000796,oscys.caseid.0104,""
per.000797,oscys.caseid.0104,""
per.000798,oscys.caseid.0104,""
per.000044,oscys.caseid.0104,""
per.000799,oscys.caseid.0104,""
per.000800,oscys.caseid.0104,""
per.000801,oscys.caseid.0104,""
per.000802,oscys.caseid.0104,""
per.000803,oscys.caseid.0104,""
per.000804,oscys.caseid.0104,""
per.000805,oscys.caseid.0104,""
per.000806,oscys.caseid.0104,""
per.000807,oscys.caseid.0104,""
per.000808,oscys.caseid.0104,""
per.000809,oscys.caseid.0104,""
per.000810,oscys.caseid.0104,""
per.000811,oscys.caseid.0104,""
per.000812,oscys.caseid.0104,""
per.000813,oscys.caseid.0104,""
per.000814,oscys.caseid.0104,""
per.000815,oscys.caseid.0104,""
per.000816,oscys.caseid.0104,""
per.000817,oscys.caseid.0104,""
per.000818,oscys.caseid.0104,""
per.000819,oscys.caseid.0104,""
per.000820,oscys.caseid.0104,""
per.000821,oscys.caseid.0104,""
per.000822,oscys.caseid.0104,""
per.000823,oscys.caseid.0104,""
per.000824,oscys.caseid.0104,""
per.000825,oscys.caseid.0104,""
per.000826,oscys.caseid.0104,""
per.000827,oscys.caseid.0104,""
per.000828,oscys.caseid.0104,""
per.000829,oscys.caseid.0104,attorney
per.000830,oscys.caseid.0104,attorney
per.003841,oscys.caseid.0104,""
per.003842,oscys.caseid.0104,""
per.001861,oscys.caseid.0104,""
per.000870,oscys.caseid.0104,""
per.003843,oscys.caseid.0104,""
per.003844,oscys.caseid.0104,""
per.003845,oscys.caseid.0104,""
per.001162,oscys.caseid.0104,""
per.003846,oscys.caseid.0104,""
per.003847,oscys.caseid.0104,""
per.001285,oscys.caseid.0104,""
per.001287,oscys.caseid.0104,""
per.003848,oscys.caseid.0104,""
per.003742,oscys.caseid.0104,""
per.000899,oscys.caseid.0104,""
per.003849,oscys.caseid.0104,""
per.000979,oscys.caseid.0104,""
per.000738,oscys.caseid.0104,attorney
per.000496,oscys.caseid.0104,attorney
per.000064,oscys.caseid.0104,""
per.001355,oscys.caseid.0456,plaintiff
per.001357,oscys.caseid.0456,defendant
per.000435,oscys.caseid.0456,attorney
per.001356,oscys.caseid.0456,attorney
per.001347,oscys.caseid.0456,""
per.001348,oscys.caseid.0456,""
per.001345,oscys.caseid.0456,""
per.003453,oscys.caseid.0456,""
per.003629,oscys.caseid.0456,""
per.003630,oscys.caseid.0456,""
per.001352,oscys.caseid.0456,""
per.003631,oscys.caseid.0456,""
per.001343,oscys.caseid.0456,""
per.003632,oscys.caseid.0456,""
per.003633,oscys.caseid.0456,""
per.003634,oscys.caseid.0456,""
per.003635,oscys.caseid.0456,""
per.003636,oscys.caseid.0456,""
per.003637,oscys.caseid.0456,""
per.003638,oscys.caseid.0456,""
per.001523,oscys.caseid.0456,""
per.001531,oscys.caseid.0456,""
per.003639,oscys.caseid.0456,""
per.003181,oscys.caseid.0456,""
per.003640,oscys.caseid.0456,""
per.000740,oscys.caseid.0456,""
per.002250,oscys.caseid.0456,attorney
per.001366,oscys.caseid.0456,attorney
per.001367,oscys.caseid.0456,attorney
per.003461,oscys.caseid.0456,""
per.003641,oscys.caseid.0456,""
per.003642,oscys.caseid.0456,""
per.003643,oscys.caseid.0456,""
per.003644,oscys.caseid.0456,""
per.003645,oscys.caseid.0456,""
per.003646,oscys.caseid.0456,""
per.003647,oscys.caseid.0456,""
per.003648,oscys.caseid.0456,""
per.003649,oscys.caseid.0456,""
per.003650,oscys.caseid.0456,""
per.003651,oscys.caseid.0456,""
per.003652,oscys.caseid.0456,""
per.003653,oscys.caseid.0456,""
per.003654,oscys.caseid.0456,""
per.003655,oscys.caseid.0456,""
per.003656,oscys.caseid.0456,""
per.003657,oscys.caseid.0456,""
per.003658,oscys.caseid.0456,""
per.003659,oscys.caseid.0456,""
per.003660,oscys.caseid.0456,""
per.003661,oscys.caseid.0456,""
per.003662,oscys.caseid.0456,""
per.003663,oscys.caseid.0456,""
per.003664,oscys.caseid.0456,""
per.003665,oscys.caseid.0456,""
per.003666,oscys.caseid.0456,""
per.003667,oscys.caseid.0456,""
per.003668,oscys.caseid.0456,""
per.003669,oscys.caseid.0456,""
per.003670,oscys.caseid.0456,""
per.003671,oscys.caseid.0456,""
per.003672,oscys.caseid.0456,""
per.003673,oscys.caseid.0456,""
per.003674,oscys.caseid.0456,""
per.003675,oscys.caseid.0456,""
per.003676,oscys.caseid.0456,""
per.003677,oscys.caseid.0456,""
per.003678,oscys.caseid.0456,""
per.003679,oscys.caseid.0456,""
per.003680,oscys.caseid.0456,""
per.003681,oscys.caseid.0456,""
per.003682,oscys.caseid.0456,""
per.003683,oscys.caseid.0456,""
per.003684,oscys.caseid.0456,""
per.001346,oscys.caseid.0456,""
per.001342,oscys.caseid.0456,""
per.003685,oscys.caseid.0456,""
per.001349,oscys.caseid.0456,""
per.003686,oscys.caseid.0456,""
per.003687,oscys.caseid.0456,""
per.003688,oscys.caseid.0456,""
per.000004,oscys.caseid.0456,""
per.000739,oscys.caseid.0456,""
per.000721,oscys.caseid.0456,""
per.003689,oscys.caseid.0456,""
per.003690,oscys.caseid.0456,""
per.002897,oscys.caseid.0456,""
per.003691,oscys.caseid.0456,""
per.003692,oscys.caseid.0456,""
per.002958,oscys.caseid.0400,plaintiff
per.002959,oscys.caseid.0400,defendant
per.002954,oscys.caseid.0400,""
per.002955,oscys.caseid.0400,""
per.002956,oscys.caseid.0400,""
per.002957,oscys.caseid.0400,""
per.002961,oscys.caseid.0400,""
per.000122,oscys.caseid.0400,attorney
per.001547,oscys.caseid.0400,""
per.002960,oscys.caseid.0400,""
per.000004,oscys.caseid.0400,""
per.002816,oscys.caseid.0400,""
per.002886,oscys.caseid.0400,""
per.000183,oscys.caseid.0400,""
per.002820,oscys.caseid.0400,""
per.002909,oscys.caseid.0400,""
per.000893,oscys.caseid.0124,plaintiff
per.000894,oscys.caseid.0124,plaintiff
per.000895,oscys.caseid.0124,plaintiff
per.000896,oscys.caseid.0124,plaintiff
per.000897,oscys.caseid.0124,plaintiff
per.000898,oscys.caseid.0124,defendant
per.000899,oscys.caseid.0124,defendant
per.000737,oscys.caseid.0124,attorney
per.000738,oscys.caseid.0124,attorney
per.000003,oscys.caseid.0124,""
per.000004,oscys.caseid.0124,""
per.000739,oscys.caseid.0124,""
per.000900,oscys.caseid.0124,""
per.000901,oscys.caseid.0124,""
per.000744,oscys.caseid.0124,attorney
per.000902,oscys.caseid.0124,""
per.000903,oscys.caseid.0124,""
per.000904,oscys.caseid.0124,""
per.000905,oscys.caseid.0124,""
per.000906,oscys.caseid.0124,""
per.000907,oscys.caseid.0124,""
per.000908,oscys.caseid.0124,""
per.000909,oscys.caseid.0124,""
per.000910,oscys.caseid.0124,""
per.000911,oscys.caseid.0124,""
per.000912,oscys.caseid.0124,""
per.000913,oscys.caseid.0124,""
per.000914,oscys.caseid.0124,""
per.000915,oscys.caseid.0124,""
per.000916,oscys.caseid.0124,""
per.000917,oscys.caseid.0124,""
per.000918,oscys.caseid.0124,""
per.000919,oscys.caseid.0124,""
per.000920,oscys.caseid.0124,""
per.000921,oscys.caseid.0124,""
per.000922,oscys.caseid.0124,""
per.000923,oscys.caseid.0124,""
per.000924,oscys.caseid.0124,""
per.000925,oscys.caseid.0124,""
per.000926,oscys.caseid.0124,""
per.000927,oscys.caseid.0124,""
per.000928,oscys.caseid.0124,""
per.000929,oscys.caseid.0124,""
per.000930,oscys.caseid.0124,""
per.000931,oscys.caseid.0124,""
per.000932,oscys.caseid.0124,""
per.000933,oscys.caseid.0124,""
per.000934,oscys.caseid.0124,""
per.000935,oscys.caseid.0124,""
per.000936,oscys.caseid.0124,""
per.000937,oscys.caseid.0124,""
per.000938,oscys.caseid.0124,""
per.000939,oscys.caseid.0124,""
per.000940,oscys.caseid.0124,""
per.000941,oscys.caseid.0124,""
per.000942,oscys.caseid.0124,""
per.000943,oscys.caseid.0124,""
per.000944,oscys.caseid.0124,""
per.000945,oscys.caseid.0124,""
per.000946,oscys.caseid.0124,""
per.000947,oscys.caseid.0124,""
per.000948,oscys.caseid.0124,""
per.000949,oscys.caseid.0124,""
per.000950,oscys.caseid.0124,""
per.000951,oscys.caseid.0124,""
per.000952,oscys.caseid.0124,""
per.000953,oscys.caseid.0124,""
per.000954,oscys.caseid.0124,""
per.000955,oscys.caseid.0124,""
per.000956,oscys.caseid.0124,""
per.000957,oscys.caseid.0124,""
per.000958,oscys.caseid.0124,""
per.000959,oscys.caseid.0124,""
per.000960,oscys.caseid.0124,""
per.000962,oscys.caseid.0124,""
per.000963,oscys.caseid.0124,""
per.000964,oscys.caseid.0124,""
per.000965,oscys.caseid.0124,""
per.000966,oscys.caseid.0124,""
per.000967,oscys.caseid.0124,""
per.000968,oscys.caseid.0124,""
per.000969,oscys.caseid.0124,""
per.000970,oscys.caseid.0124,""
per.000971,oscys.caseid.0124,""
per.000972,oscys.caseid.0124,""
per.000973,oscys.caseid.0124,""
per.000974,oscys.caseid.0124,""
per.000975,oscys.caseid.0124,""
per.000976,oscys.caseid.0124,""
per.000977,oscys.caseid.0124,""
per.000978,oscys.caseid.0124,""
per.000979,oscys.caseid.0124,""
per.000842,oscys.caseid.0106,plaintiff
per.000843,oscys.caseid.0106,defendant
per.000844,oscys.caseid.0106,attorney
per.000841,oscys.caseid.0106,""
per.000003,oscys.caseid.0106,""
per.000004,oscys.caseid.0106,""
per.000739,oscys.caseid.0106,""
per.002317,oscys.caseid.0304,plaintiff
per.002318,oscys.caseid.0304,defendant
per.000751,oscys.caseid.0304,attorney
per.000004,oscys.caseid.0304,""
per.001216,oscys.caseid.0304,""
per.000740,oscys.caseid.0304,""
per.000476,oscys.caseid.0304,""
per.001217,oscys.caseid.0304,""
per.006713,oscys.caseid.0544,plaintiff
per.006714,oscys.caseid.0544,defendant
per.006715,oscys.caseid.0544,""
per.006716,oscys.caseid.0544,""
per.006717,oscys.caseid.0544,""
per.002102,oscys.caseid.0544,""
per.001514,oscys.caseid.0544,""
per.006711,oscys.caseid.0544,""
per.006712,oscys.caseid.0544,""
per.001239,oscys.caseid.0170,plaintiff
per.001240,oscys.caseid.0170,plaintiff
per.001241,oscys.caseid.0170,defendant
per.001242,oscys.caseid.0170,defendant
per.001236,oscys.caseid.0170,""
per.000737,oscys.caseid.0170,""
per.000003,oscys.caseid.0170,""
per.001237,oscys.caseid.0170,""
per.001238,oscys.caseid.0170,""
per.000739,oscys.caseid.0170,""
per.000829,oscys.caseid.0170,attorney
per.000004,oscys.caseid.0170,""
per.000748,oscys.caseid.0170,""
per.000740,oscys.caseid.0170,""
per.000753,oscys.caseid.0170,""
per.001243,oscys.caseid.0170,""
per.001244,oscys.caseid.0170,""
per.000015,oscys.caseid.0004,plaintiff
per.000017,oscys.caseid.0004,defendant
per.000006,oscys.caseid.0004,""
per.000003,oscys.caseid.0004,""
per.000016,oscys.caseid.0004,""
per.000004,oscys.caseid.0004,""
per.002835,oscys.caseid.0398,plaintiff
per.002836,oscys.caseid.0398,defendant
per.002837,oscys.caseid.0398,attorney
per.001523,oscys.caseid.0398,""
per.002812,oscys.caseid.0398,""
per.001531,oscys.caseid.0398,""
per.002838,oscys.caseid.0398,""
per.002839,oscys.caseid.0398,""
per.002840,oscys.caseid.0398,""
per.002841,oscys.caseid.0398,""
per.002842,oscys.caseid.0398,""
per.001562,oscys.caseid.0398,attorney
per.002816,oscys.caseid.0398,""
per.002832,oscys.caseid.0398,""
per.002843,oscys.caseid.0398,""
per.002844,oscys.caseid.0398,""
per.002845,oscys.caseid.0398,""
per.002846,oscys.caseid.0398,""
per.002847,oscys.caseid.0398,""
per.000183,oscys.caseid.0398,""
per.002848,oscys.caseid.0398,""
per.002849,oscys.caseid.0398,""
per.002850,oscys.caseid.0398,""
per.002851,oscys.caseid.0398,""
per.000004,oscys.caseid.0398,""
per.004264,oscys.caseid.0398,""
per.002354,oscys.caseid.0313,plaintiff
per.002355,oscys.caseid.0313,defendant
per.002356,oscys.caseid.0313,defendant
per.001913,oscys.caseid.0313,attorney
per.000476,oscys.caseid.0313,""
per.001216,oscys.caseid.0313,""
per.000740,oscys.caseid.0313,""
per.001217,oscys.caseid.0313,""
per.003176,oscys.caseid.0427,plaintiff
per.003169,oscys.caseid.0427,defendant
per.003170,oscys.caseid.0427,defendant
per.003171,oscys.caseid.0427,attorney
per.002883,oscys.caseid.0427,attorney
per.000004,oscys.caseid.0427,""
per.000122,oscys.caseid.0427,""
per.002897,oscys.caseid.0427,""
per.000461,oscys.caseid.0427,""
per.003177,oscys.caseid.0427,""
per.003168,oscys.caseid.0427,""
per.003178,oscys.caseid.0427,""
per.001833,oscys.caseid.0242,plaintiff
per.001834,oscys.caseid.0242,defendant
per.001065,oscys.caseid.0242,attorney
per.001832,oscys.caseid.0242,""
per.000004,oscys.caseid.0242,""
per.000740,oscys.caseid.0242,""
per.000753,oscys.caseid.0242,""
per.004432,oscys.caseid.0393,plaintiff
per.004433,oscys.caseid.0393,plaintiff
per.004434,oscys.caseid.0393,plaintiff
per.002028,oscys.caseid.0393,defendant
per.000476,oscys.caseid.0393,""
per.001217,oscys.caseid.0393,""
per.000740,oscys.caseid.0393,""
per.006821,oscys.caseid.0551,plaintiff
per.006817,oscys.caseid.0551,defendant
per.006805,oscys.caseid.0551,attorney
per.001393,oscys.caseid.0551,attorney
per.004360,oscys.caseid.0551,attorney
per.001496,oscys.caseid.0551,attorney
per.006816,oscys.caseid.0551,""
per.001493,oscys.caseid.0551,""
per.001443,oscys.caseid.0192,plaintiff
per.001444,oscys.caseid.0192,plaintiff
per.001445,oscys.caseid.0192,plaintiff
per.001446,oscys.caseid.0192,plaintiff
per.001447,oscys.caseid.0192,plaintiff
per.001448,oscys.caseid.0192,plaintiff
per.001449,oscys.caseid.0192,plaintiff
per.001450,oscys.caseid.0192,plaintiff
per.001138,oscys.caseid.0192,defendant
per.001451,oscys.caseid.0192,defendant
per.000737,oscys.caseid.0192,attorney
per.000738,oscys.caseid.0192,attorney
per.000003,oscys.caseid.0192,""
per.000004,oscys.caseid.0192,""
per.000739,oscys.caseid.0192,""
per.006604,oscys.caseid.0608,plaintiff
per.006605,oscys.caseid.0608,plaintiff
per.006606,oscys.caseid.0608,plaintiff
per.006607,oscys.caseid.0608,defendant
per.001393,oscys.caseid.0608,attorney
per.001495,oscys.caseid.0608,attorney
per.004601,oscys.caseid.0608,""
per.006611,oscys.caseid.0608,""
per.006312,oscys.caseid.0608,""
per.006323,oscys.caseid.0608,""
per.006383,oscys.caseid.0608,""
per.006610,oscys.caseid.0608,""
per.006439,oscys.caseid.0608,""
per.006613,oscys.caseid.0608,""
per.006608,oscys.caseid.0608,""
per.006614,oscys.caseid.0608,""
per.006612,oscys.caseid.0608,""
per.006382,oscys.caseid.0608,""
per.001514,oscys.caseid.0608,""
per.001493,oscys.caseid.0608,""
per.002041,oscys.caseid.0608,""
per.006416,oscys.caseid.0608,""
per.006609,oscys.caseid.0608,""
per.000630,oscys.caseid.0075,plaintiff
per.000617,oscys.caseid.0075,defendant
per.000631,oscys.caseid.0075,attorney
per.000615,oscys.caseid.0075,""
per.000618,oscys.caseid.0075,""
per.000003,oscys.caseid.0075,""
per.000004,oscys.caseid.0075,""
per.000461,oscys.caseid.0075,""
per.000629,oscys.caseid.0075,attorney
per.000624,oscys.caseid.0075,""
per.000625,oscys.caseid.0075,""
per.000628,oscys.caseid.0075,""
per.004216,oscys.caseid.0075,""
per.003781,oscys.caseid.0075,""
per.002328,oscys.caseid.0075,""
per.004217,oscys.caseid.0075,""
per.001793,oscys.caseid.0075,""
per.003771,oscys.caseid.0075,""
per.001794,oscys.caseid.0075,""
per.004218,oscys.caseid.0075,""
per.003751,oscys.caseid.0075,""
per.004219,oscys.caseid.0075,""
per.004220,oscys.caseid.0075,""
per.004221,oscys.caseid.0075,""
per.004222,oscys.caseid.0075,""
per.004223,oscys.caseid.0075,""
per.004224,oscys.caseid.0075,""
per.004225,oscys.caseid.0075,""
per.004226,oscys.caseid.0075,""
per.000385,oscys.caseid.0075,""
per.003754,oscys.caseid.0075,""
per.004012,oscys.caseid.0075,""
per.004227,oscys.caseid.0075,""
per.004047,oscys.caseid.0075,""
per.004228,oscys.caseid.0075,""
per.004229,oscys.caseid.0075,""
per.002240,oscys.caseid.0075,""
per.004230,oscys.caseid.0075,""
per.003839,oscys.caseid.0075,""
per.000064,oscys.caseid.0075,""
per.000871,oscys.caseid.0117,plaintiff
per.000872,oscys.caseid.0117,defendant
per.000873,oscys.caseid.0117,attorney
per.000003,oscys.caseid.0117,""
per.000870,oscys.caseid.0117,""
per.000004,oscys.caseid.0117,""
per.000739,oscys.caseid.0117,""
per.000874,oscys.caseid.0117,""
per.001859,oscys.caseid.0247,plaintiff
per.001254,oscys.caseid.0247,defendant
per.000847,oscys.caseid.0247,attorney
per.000871,oscys.caseid.0247,""
per.000003,oscys.caseid.0247,""
per.000004,oscys.caseid.0247,""
per.002599,oscys.caseid.0377,plaintiff
per.002600,oscys.caseid.0377,defendant
per.000011,oscys.caseid.0377,attorney
per.000003,oscys.caseid.0377,""
per.000008,oscys.caseid.0377,""
per.000006,oscys.caseid.0377,""
per.000004,oscys.caseid.0377,""
per.006669,oscys.caseid.0649,plaintiff
per.006670,oscys.caseid.0649,defendant
per.001393,oscys.caseid.0649,attorney
per.001495,oscys.caseid.0649,attorney
per.006343,oscys.caseid.0649,""
per.006682,oscys.caseid.0649,""
per.004601,oscys.caseid.0649,""
per.006346,oscys.caseid.0649,""
per.006391,oscys.caseid.0649,""
per.006686,oscys.caseid.0649,""
per.006316,oscys.caseid.0649,""
per.006690,oscys.caseid.0649,""
per.006681,oscys.caseid.0649,""
per.006671,oscys.caseid.0649,""
per.006312,oscys.caseid.0649,""
per.006390,oscys.caseid.0649,""
per.006388,oscys.caseid.0649,""
per.006437,oscys.caseid.0649,""
per.006621,oscys.caseid.0649,""
per.006406,oscys.caseid.0649,""
per.006675,oscys.caseid.0649,""
per.006685,oscys.caseid.0649,""
per.006304,oscys.caseid.0649,""
per.006673,oscys.caseid.0649,""
per.006684,oscys.caseid.0649,""
per.006342,oscys.caseid.0649,""
per.006683,oscys.caseid.0649,""
per.006399,oscys.caseid.0649,""
per.006680,oscys.caseid.0649,""
per.006575,oscys.caseid.0649,""
per.006672,oscys.caseid.0649,""
per.006678,oscys.caseid.0649,""
per.002096,oscys.caseid.0649,""
per.006622,oscys.caseid.0649,""
per.001493,oscys.caseid.0649,""
per.006389,oscys.caseid.0649,""
per.002097,oscys.caseid.0649,""
per.006567,oscys.caseid.0649,""
per.006676,oscys.caseid.0649,""
per.006560,oscys.caseid.0649,""
per.006677,oscys.caseid.0649,""
per.006463,oscys.caseid.0649,""
per.001483,oscys.caseid.0649,""
per.006679,oscys.caseid.0649,""
per.006438,oscys.caseid.0649,""
per.006674,oscys.caseid.0649,""
per.000056,oscys.caseid.0011,plaintiff
per.000057,oscys.caseid.0011,plaintiff
per.000058,oscys.caseid.0011,defendant
per.000001,oscys.caseid.0011,attorney
per.000003,oscys.caseid.0011,""
per.000006,oscys.caseid.0011,""
per.000004,oscys.caseid.0011,""
per.000045,oscys.caseid.0011,""
per.000044,oscys.caseid.0011,attorney
per.000061,oscys.caseid.0011,""
per.000062,oscys.caseid.0011,""
per.000063,oscys.caseid.0011,""
per.000064,oscys.caseid.0011,""
per.000065,oscys.caseid.0011,""
per.000066,oscys.caseid.0011,""
per.000067,oscys.caseid.0011,""
per.000068,oscys.caseid.0011,""
per.000069,oscys.caseid.0011,""
per.000070,oscys.caseid.0011,""
per.000071,oscys.caseid.0011,""
per.000072,oscys.caseid.0011,""
per.000073,oscys.caseid.0011,""
per.000074,oscys.caseid.0011,""
per.000075,oscys.caseid.0011,""
per.000076,oscys.caseid.0011,""
per.000079,oscys.caseid.0011,""
per.000080,oscys.caseid.0011,""
per.000081,oscys.caseid.0011,""
per.000082,oscys.caseid.0011,""
per.000083,oscys.caseid.0011,""
per.000084,oscys.caseid.0011,""
per.000085,oscys.caseid.0011,""
per.000086,oscys.caseid.0011,""
per.000087,oscys.caseid.0011,""
per.000088,oscys.caseid.0011,""
per.000089,oscys.caseid.0011,""
per.000090,oscys.caseid.0011,""
per.000091,oscys.caseid.0011,""
per.000092,oscys.caseid.0011,""
per.000093,oscys.caseid.0011,""
per.000094,oscys.caseid.0011,""
per.000095,oscys.caseid.0011,""
per.000096,oscys.caseid.0011,""
per.000097,oscys.caseid.0011,""
per.000098,oscys.caseid.0011,""
per.000099,oscys.caseid.0011,""
per.000100,oscys.caseid.0011,""
per.000101,oscys.caseid.0011,""
per.000102,oscys.caseid.0011,""
per.000103,oscys.caseid.0011,""
per.000104,oscys.caseid.0011,""
per.000105,oscys.caseid.0011,""
per.000106,oscys.caseid.0011,""
per.000108,oscys.caseid.0011,""
per.000109,oscys.caseid.0011,""
per.000110,oscys.caseid.0011,""
per.000111,oscys.caseid.0011,""
per.000112,oscys.caseid.0011,""
